title,image_url,ingredients,nutrition_kcal,portions,rating,source_url,source_website,total_time,diet,keywords
"Bavette mit Spargel und Burrata-Käse","https://image.brigitte.de/11739226/t/sf/v3/w1440/r1/-/bavette-mit-spargel-und-burrata-kaese.jpg","[{""amount"":""750"",""name"":""grüner Spargel"",""unit"":""Gramm""},{""amount"":""30"",""name"":""Haselnussblättchen"",""unit"":""Gramm""},{""amount"":""1"",""name"":""Burrata"",""unit"":""Kugel""},{""amount"":""1"",""name"":""Knoblauchzehe"",""unit"":""""},{""amount"":""1"",""name"":""rote Chili"",""unit"":""""},{""amount"":""0,5"",""name"":""glatte Petersilie"",""unit"":""Bund""},{""amount"":""3"",""name"":""Sardellen"",""unit"":""""},{""amount"":""50"",""name"":""Butter"",""unit"":""Gramm""},{""amount"":""250"",""name"":""Nudeln"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""1"",""name"":""Olivenöl"",""unit"":""EL""}]","{""kcal"":515}",4,"{""ratingCount"":27,""ratingValue"":3.6}","https://www.brigitte.de/rezepte/bavette-mit-spargel-und-burrata-kaese-10553628.html","brigitte.de",1800,"[]","[]"
"Gefüllte Tomaten mit Fontina-Käse","https://image.brigitte.de/11619688/t/mb/v3/w1440/r1/-/gefu-llte-tomaten-mit-fontina-kaese.jpg","[{""amount"":""8"",""name"":""Tomate"",""unit"":""""},{""amount"":""200"",""name"":""Zucchini"",""unit"":""Gramm""},{""amount"":""13"",""name"":""Salbei"",""unit"":""Blätter""},{""amount"":""100"",""name"":""Fontina"",""unit"":""Gramm""},{""amount"":""3"",""name"":""Lauchzwiebel"",""unit"":""""},{""amount"":""0,5"",""name"":""Bio-Zitrone"",""unit"":""""},{""amount"":""3"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""5"",""name"":""Semmelbrösel"",""unit"":""EL""},{""amount"":""2"",""name"":""Bio-Ei"",""unit"":""""},{""amount"":""150"",""name"":""Crème fraîche"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Fett für die Form"",""unit"":""""}]","{""kcal"":450}",4,"{""ratingCount"":12,""ratingValue"":4.2}","https://www.brigitte.de/rezepte/gefuellte-tomaten-mit-fontina-kaese-10551436.html","brigitte.de",4200,"[]","[]"
"Käse-Waffeln","https://image.brigitte.de/10539220/t/Fi/v6/w1440/r1/-/kaese-waffeln.jpg","[{""amount"":""150"",""name"":""Butter"",""unit"":""Gramm""},{""amount"":""5"",""name"":""Ei"",""unit"":""""},{""amount"":""250"",""name"":""Quark"",""unit"":""Gramm""},{""amount"":""100"",""name"":""Hartkäse"",""unit"":""Gramm""},{""amount"":""200"",""name"":""Mehl"",""unit"":""Gramm""},{""amount"":""50"",""name"":""Milch"",""unit"":""Milliliter""},{""amount"":""1"",""name"":""Schnittlauch"",""unit"":""Bund""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Bio-Zitrone"",""unit"":""""}]","{""kcal"":320}",10,"{""ratingCount"":66,""ratingValue"":3.8}","https://www.brigitte.de/rezepte/kaese-waffeln-10539222.html","brigitte.de",1800,"[]","[]"
"Blätterteig-Käse-Taschen","https://image.brigitte.de/10527764/t/9x/v6/w1440/r1/-/78966cc76bb643e7f8b18ff3d246b1b1-sommerrezepte-kaesetasche.jpg","[{""amount"":""1"",""name"":""TK-Blätterteig"",""unit"":""Packung""},{""amount"":"""",""name"":""Mehl"",""unit"":""""},{""amount"":""1"",""name"":""Pinienkerne"",""unit"":""EL""},{""amount"":""1"",""name"":""Schalotte"",""unit"":""""},{""amount"":""1"",""name"":""Schnittlauch"",""unit"":""Bund""},{""amount"":""200"",""name"":""Frischkäse"",""unit"":""Gramm""},{""amount"":""70"",""name"":""Emmentaler"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""1"",""name"":""Schlagsahne"",""unit"":""EL""}]","{""kcal"":230}",12,"{}","https://www.brigitte.de/rezepte/blaetterteig-kaese-taschen-10527762.html","brigitte.de",2100,"[]","[]"
"Minipenne mit Vier-Käse-Soße und Hähnchenfilet","https://images.lecker.de/,id=080f1942,b=lecker,w=610,cg=c.jpg","[{""amount"":""200"",""name"":""Kirschtomaten"",""unit"":""g""},{""amount"":""100"",""name"":""junger                    Blattspinat"",""unit"":""g""},{""amount"":""400"",""name"":""Hähnchenfilet"",""unit"":""g""},{""amount"":""125"",""name"":""Mozzarella"",""unit"":""g""},{""amount"":""100"",""name"":""Gorgonzola"",""unit"":""g""},{""amount"":""100"",""name"":""Bergkäse                    (Stück)"",""unit"":""g""},{""amount"":""300-400"",""name"":""Röhrennudeln                    (z. B. Minipenne)"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""350"",""name"":""Milch"",""unit"":""ml""},{""amount"":""150"",""name"":""Schlagsahne"",""unit"":""g""},{""amount"":""150"",""name"":""Doppelrahmfrischkäse"",""unit"":""g""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""2"",""name"":""Öl"",""unit"":""EL""}]","{""kcal"":850}",4,"{""ratingCount"":22,""ratingValue"":3.7}","https://www.lecker.de/minipenne-mit-vier-kaese-sosse-und-haehnchenfilet-71864.html","lecker.de",1800,"[]","[""MIttag"",""herzhaft"",""Sonstiges"",""Pizza & Pasta"",""ganz einfach""]"
"Glückspilz-Omelett mit Käse-Upgrade","https://images.lecker.de/,id=8e3c1c9e,b=lecker,w=610,cg=c.jpg","[{""amount"":""200"",""name"":""Champignons"",""unit"":""g""},{""amount"":""200"",""name"":""Austernpilze"",""unit"":""g""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""""},{""amount"":""50"",""name"":""Bergkäse (z.B. Greyerzer)"",""unit"":""g""},{""amount"":""1/2"",""name"":""Schnittlauch"",""unit"":""Bund""},{""amount"":""2"",""name"":""Öl"",""unit"":""EL""},{""amount"":"""",""name"":""Salz, Pfeffer, Muskatnuss"",""unit"":""""},{""amount"":""6"",""name"":""Eier (Gr. M)"",""unit"":""""},{""amount"":""3"",""name"":""Mineralwasser"",""unit"":""EL""}]","{""kcal"":470}",2,"{""ratingCount"":5,""ratingValue"":3.2}","https://www.lecker.de/glueckspilz-omelett-mit-kaese-upgrade-80994.html","lecker.de",1800,"[]","[""vegetarisch"",""low carb"",""Frühstück"",""Abendessen"",""herzhaft"",""würzig"",""Sonstiges"",""ganz einfach""]"
"Kürbiskranz mit Schinken und Käse","https://images.lecker.de/,id=1cfbf778,b=lecker,w=610,cg=c.jpg","[{""amount"":""450"",""name"":""Dinkelmehl (Type 630)"",""unit"":""g""},{""amount"":""1"",""name"":""Trockenhefe"",""unit"":""Päckchen""},{""amount"":"""",""name"":""Salz, Zucker, Pfeffer"",""unit"":""""},{""amount"":""7"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""400"",""name"":""Kürbis (z.B. Butternut)"",""unit"":""g""},{""amount"":""150"",""name"":""gekochter Schinken (in etwas dickeren Scheiben)"",""unit"":""g""},{""amount"":""150"",""name"":""geriebener Emmentaler"",""unit"":""g""},{""amount"":"""",""name"":""Mehl zum Formen und Bestäuben"",""unit"":""""},{""amount"":"""",""name"":""Backpapier"",""unit"":""""}]","{""kcal"":370}",8,"{""ratingCount"":0,""ratingValue"":0}","https://www.lecker.de/gemuetlicher-kuerbiskranz-inklusive-schinken-und-kaese-80825.html","lecker.de",6300,"[]","[""würzig"",""Sonstiges"",""Ofengerichte"",""einfach""]"
"Bacon-Käse-Zopf","https://images.lecker.de/,id=256f1400,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""(450g; 6 Scheiben)                    TK-Blätterteig"",""unit"":""Packung""},{""amount"":""5"",""name"":""Eier                    (Gr. M)"",""unit"":""""},{""amount"":""100"",""name"":""Cheddar                    (Stück)"",""unit"":""g""},{""amount"":"""",""name"":""Mehl zum Ausrollen"",""unit"":""""},{""amount"":""2"",""name"":""Frühstücksspeck                    (Bacon)"",""unit"":""Packungen                      (à ca. 100g)""},{""amount"":"""",""name"":""Backpapier"",""unit"":""""}]","{""kcal"":200}",15,"{""ratingCount"":13,""ratingValue"":3.5}","https://www.lecker.de/bacon-kaese-zopf-80228.html","lecker.de",6300,"[]","[""Mittagessen"",""Abendessen"",""Snack"",""herzhaft"",""salzig"",""Sonstiges"",""Salate & Snacks""]"
"Makkaroni-Lasagne  mit 3-Käse-Haube","https://images.lecker.de/,id=71c01122,b=lecker,w=610,cg=c.jpg","[{""amount"":""2"",""name"":""Zwiebeln"",""unit"":""""},{""amount"":""2-3"",""name"":""Knoblauchzehen"",""unit"":""""},{""amount"":""1"",""name"":""Möhre"",""unit"":""""},{""amount"":""1"",""name"":""kleine                    Zucchini"",""unit"":""""},{""amount"":""3-4"",""name"":""Tomatenmark"",""unit"":""EL""},{""amount"":""2"",""name"":""stückige                    Tomaten"",""unit"":""Dosen                      (à 425 ml)""},{""amount"":""2"",""name"":""Gemüsebrühe                    (instant)"",""unit"":""TL""},{""amount"":"""",""name"":""Salz und Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Edelsüßpaprika"",""unit"":""""},{""amount"":"""",""name"":""Zucker"",""unit"":""""},{""amount"":""2"",""name"":""Lorbeerblätter"",""unit"":""""},{""amount"":""2"",""name"":""getrockneter                    Oregano und Basilikum"",""unit"":""TL""},{""amount"":""400"",""name"":""Makkaroni"",""unit"":""g""},{""amount"":""200"",""name"":""Gouda                    (Stück)"",""unit"":""g""},{""amount"":""100"",""name"":""Cheddar                    (Stück)"",""unit"":""g""},{""amount"":""75"",""name"":""Parmesan"",""unit"":""g""},{""amount"":""3"",""name"":""Butter"",""unit"":""EL""},{""amount"":""4"",""name"":""Mehl"",""unit"":""EL""},{""amount"":""500"",""name"":""Milch"",""unit"":""ml""},{""amount"":"""",""name"":""Fett für die Form"",""unit"":""""},{""amount"":""150"",""name"":""Kirschtomaten"",""unit"":""g""},{""amount"":""2-3"",""name"":""Basilikum"",""unit"":""Stiele""}]","{""kcal"":740}",6,"{""ratingCount"":0,""ratingValue"":0}","https://www.lecker.de/makkaroni-lasagne-mit-3-kaese-haube-80133.html","lecker.de",5400,"[]","[""würzig"",""Sonstiges"",""Pizza & Pasta""]"
"Hähnchenfilets in Tomaten-Käse-Soße","https://images.lecker.de/,id=f56b603c,b=lecker,w=610,cg=c.jpg","[{""amount"":""2"",""name"":""Hähnchenbrüste mit Haut auf Knochen (à ca. 500 g)"",""unit"":""""},{""amount"":""75"",""name"":""getrocknete Antipastitomaten"",""unit"":""g""},{""amount"":""60"",""name"":""Parmesan (Stück)"",""unit"":""g""},{""amount"":""1"",""name"":""Frischkäsezubereitung mit Tomate"",""unit"":""Packung (200 g)""},{""amount"":""2–3"",""name"":""Basilikum"",""unit"":""Stiel(e)""},{""amount"":""2"",""name"":""Sojasoße"",""unit"":""EL""},{""amount"":""2"",""name"":""Zitronensaft"",""unit"":""EL""},{""amount"":""1"",""name"":""flüssiger Honig"",""unit"":""EL""},{""amount"":""2"",""name"":""Öl"",""unit"":""EL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Chiliflocken"",""unit"":""""},{""amount"":""200"",""name"":""Milch"",""unit"":""ml""},{""amount"":""1"",""name"":""großer Gefrier­beutel"",""unit"":""""}]","{""kcal"":690}",4,"{""ratingCount"":12,""ratingValue"":4.1}","https://www.lecker.de/haehnchenfilets-tomaten-kaese-sosse-67774.html","lecker.de",3600,"[]","[""herzhaft"",""Fleisch & Geflügel"",""ganz einfach"",""Fleisch"",""Geflügel""]"
"Käse-Sandwich mit Zucchini","https://image.brigitte.de/10878382/t/pp/v3/w1440/r1/-/kaese-sandwich-mit-zucchini.jpg","[{""amount"":""1"",""name"":""Zucchini"",""unit"":""""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""TL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Cayennepfeffer"",""unit"":""""},{""amount"":""1"",""name"":""Paprika"",""unit"":""""},{""amount"":""1"",""name"":""Vollkornbrötchen"",""unit"":""""},{""amount"":""2"",""name"":""Pesto"",""unit"":""TL""},{""amount"":""50"",""name"":""Weichkäse"",""unit"":""Gramm""}]","{""kcal"":410}",1,"{""ratingCount"":2,""ratingValue"":4.5}","https://www.brigitte.de/rezepte/kaese-sandwich-mit-zucchini-10878386.html","brigitte.de",600,"[]","[]"
"Kürbis mit Käse-Soufflé-Füllung","https://image.brigitte.de/11042038/t/d5/v4/w1440/r1/-/kuerbis-mit-kaese-souffle-fuellung.jpg","[{""amount"":""4"",""name"":""Hokkaido"",""unit"":""""},{""amount"":""1"",""name"":""Bio-Zitrone"",""unit"":""""},{""amount"":""1"",""name"":""Butter"",""unit"":""EL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""50"",""name"":""Pinienkerne"",""unit"":""Gramm""},{""amount"":""60"",""name"":""Butter"",""unit"":""Gramm""},{""amount"":""100"",""name"":""Mehl"",""unit"":""Gramm""},{""amount"":""400"",""name"":""Milch"",""unit"":""Milliliter""},{""amount"":""250"",""name"":""Blauschimmelkäse"",""unit"":""Gramm""},{""amount"":""6"",""name"":""Bio-Ei"",""unit"":""""},{""amount"":"""",""name"":""Muskat"",""unit"":""""}]","{""kcal"":774}",4,"{""ratingCount"":13,""ratingValue"":4.9}","https://www.brigitte.de/rezepte/kuerbis-mit-kaese-souffl%C3%A9-fuellung-11042010.html","brigitte.de",5400,"[]","[]"
"Tomaten-Suppe mit Käse-Knusper","https://image.brigitte.de/11772374/t/dj/v4/w1440/r1/-/tomaten-suppe-mit-kaese-knusper.jpg","[{""amount"":""1"",""name"":"""",""unit"":""TL""},{""amount"":""30"",""name"":""Parmesan"",""unit"":""Gramm""},{""amount"":""1"",""name"":""Sesam"",""unit"":""TL""},{""amount"":""1"",""name"":""Schwarzkümmelsaat"",""unit"":""TL""},{""amount"":""1"",""name"":""Süßkartoffel"",""unit"":""""},{""amount"":""1"",""name"":""rote Paprika"",""unit"":""""},{""amount"":""0,5"",""name"":""Pfefferschote"",""unit"":""""},{""amount"":""1"",""name"":""rote Zwiebel"",""unit"":""""},{""amount"":""1"",""name"":""Knoblauchzehe"",""unit"":""""},{""amount"":""250"",""name"":""Tomate"",""unit"":""Gramm""},{""amount"":""4"",""name"":""Olivenöl"",""unit"":""TL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Paprikapulver edelsüß"",""unit"":""TL""},{""amount"":""500"",""name"":""Gemüsebrühe"",""unit"":""Milliliter""},{""amount"":""1"",""name"":""Zitronensaft"",""unit"":""EL""},{""amount"":""1"",""name"":""kleine Kidneybohnen"",""unit"":""Dose""},{""amount"":""4"",""name"":""Minze"",""unit"":""Stiele""},{""amount"":""2"",""name"":""Harissa"",""unit"":""TL""},{""amount"":""200"",""name"":""Sojajoghurt"",""unit"":""Gramm""}]","{""kcal"":535}",2,"{""ratingCount"":2,""ratingValue"":5}","https://www.brigitte.de/rezepte/tomaten-suppe-mit-kaese-knusper-11772384.html","brigitte.de",3600,"[]","[]"
"Käse-Schinken-Omelett","https://image.brigitte.de/12252066/t/Et/v5/w1440/r1/-/kaese-schinken-omelett.jpg","[{""amount"":""30"",""name"":""Rucola"",""unit"":""Gramm""},{""amount"":""50"",""name"":""Brie"",""unit"":""Gramm""},{""amount"":""50"",""name"":""Kochschinken"",""unit"":""Gramm""},{""amount"":""6"",""name"":""Ei"",""unit"":""""},{""amount"":"""",""name"":""Meersalz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""1"",""name"":""Öl"",""unit"":""TL""},{""amount"":""1"",""name"":""Butter"",""unit"":""TL""}]","{""kcal"":440}",2,"{""ratingCount"":13,""ratingValue"":4.2}","https://www.brigitte.de/rezepte/kaese-schinken-omelett-10540542.html","brigitte.de",900,"[]","[]"
"Kartoffelknödel mit Spinat-Käse-Soße","https://image.brigitte.de/11698326/t/gF/v3/w1440/r1/-/kartoffelknoedel-mit-spinat-kaese-sosse.jpg","[{""amount"":""20"",""name"":""Walnüsse"",""unit"":""Gramm""},{""amount"":""500"",""name"":""Kloßteig"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""""},{""amount"":""40"",""name"":""Butter"",""unit"":""Gramm""},{""amount"":""20"",""name"":""Mehl"",""unit"":""Gramm""},{""amount"":""350"",""name"":""Milch"",""unit"":""Milliliter""},{""amount"":""70"",""name"":""Gruyère-Käse"",""unit"":""Gramm""},{""amount"":""250"",""name"":""TK-Spinat"",""unit"":""Gramm""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Muskat"",""unit"":""""},{""amount"":""2"",""name"":""Semmelbrösel"",""unit"":""EL""},{""amount"":""1"",""name"":""Käse"",""unit"":""EL""}]","{""kcal"":870}",2,"{""ratingCount"":22,""ratingValue"":4.5}","https://www.brigitte.de/rezepte/kartoffelknoedel-mit-spinat-kaese-sosse-11698294.html","brigitte.de",1800,"[]","[]"
"Käse mit Feigen, Weingelee und Honig-Nüssen","https://image.brigitte.de/12240854/t/em/v3/w1440/r1/-/kaese-mit-feigen-weingelee-und-honig-nuessen.jpg","[{""amount"":""75"",""name"":""Walnüsse"",""unit"":""Gramm""},{""amount"":""75"",""name"":""Mandeln"",""unit"":""Gramm""},{""amount"":""150"",""name"":""Flüssiger Honig"",""unit"":""Gramm""},{""amount"":""150"",""name"":""getrocknete Softfeigen"",""unit"":""Gramm""},{""amount"":""3"",""name"":""Nelken"",""unit"":""""},{""amount"":""1"",""name"":""Zimt"",""unit"":""Stange""},{""amount"":""200"",""name"":""Portwein"",""unit"":""Milliliter""},{""amount"":""500"",""name"":""Rotwein"",""unit"":""Milliliter""},{""amount"":""1"",""name"":""Sternanis"",""unit"":""""},{""amount"":""1"",""name"":""Rosmarin"",""unit"":""Zweig""},{""amount"":""1"",""name"":""Zitronensaft"",""unit"":""TL""},{""amount"":""100"",""name"":""Gelierzucker"",""unit"":""Gramm""},{""amount"":"""",""name"":"""",""unit"":""""},{""amount"":""3"",""name"":""Käse"",""unit"":""Stück""}]","{}",5,"{""ratingCount"":1,""ratingValue"":5}","https://www.brigitte.de/rezepte/kaese-mit-feigen--weingelee-und-honig-nuessen-12240856.html","brigitte.de",2700,"[]","[]"
"Käse-Rösti","https://image.brigitte.de/11709878/t/-c/v3/w1440/r1/-/kaese-roesti.jpg","[{""amount"":""750"",""name"":""Kartoffel"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Butterschmalz"",""unit"":""""},{""amount"":""3,5"",""name"":""Schlagsahne"",""unit"":""EL""},{""amount"":""50"",""name"":""Sbrinz"",""unit"":""Gramm""},{""amount"":""50"",""name"":""Emmentaler"",""unit"":""Gramm""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""100"",""name"":""Bündnerfleisch"",""unit"":""Gramm""}]","{""kcal"":335}",4,"{""ratingCount"":3,""ratingValue"":5}","https://www.brigitte.de/rezepte/kaese-roesti-10545432.html","brigitte.de",3600,"[]","[]"
"""Buddha Bowl"" mit Halloumi-Käse","https://image.brigitte.de/11230006/t/H-/v3/w1440/r1/-/buddha-bowl-mit-halloumi-kaese.jpg","[{""amount"":""80"",""name"":""Couscous"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""4"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""2"",""name"":""Zitronensaft"",""unit"":""EL""},{""amount"":""4"",""name"":""TK-Kräuter"",""unit"":""EL""},{""amount"":""400"",""name"":""Karotte"",""unit"":""Gramm""},{""amount"":""20"",""name"":""Ingwer"",""unit"":""Gramm""},{""amount"":""2"",""name"":""Kurkumapulver"",""unit"":""TL""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""2"",""name"":""Ahornsirup"",""unit"":""TL""},{""amount"":""1"",""name"":""Bio-Orange"",""unit"":""""},{""amount"":""150"",""name"":""Sojajoghurt"",""unit"":""Gramm""},{""amount"":""2"",""name"":""Mandeln"",""unit"":""EL""},{""amount"":""200"",""name"":""Halloumi"",""unit"":""Gramm""},{""amount"":""10"",""name"":""Minze"",""unit"":""Blätter""}]","{""kcal"":845}",2,"{""ratingCount"":23,""ratingValue"":4}","https://www.brigitte.de/rezepte/-buddha-bowl--mit-halloumi-kaese-11229990.html","brigitte.de",1800,"[]","[]"
"Auberginen-Käse-Tarte mit Almogrote-Dip","https://image.brigitte.de/12215234/t/uT/v5/w1440/r1/-/auberginen-kaese-tarte-mit-almogrote-dip.jpg","[{""amount"":""100"",""name"":""Butter"",""unit"":""Gramm""},{""amount"":""40"",""name"":""Butterschmalz"",""unit"":""Gramm""},{""amount"":""180"",""name"":""Mehl"",""unit"":""Gramm""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Mehl"",""unit"":""""},{""amount"":"""",""name"":"""",""unit"":""""},{""amount"":""700"",""name"":""Aubergine"",""unit"":""Gramm""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""3"",""name"":""Oregano"",""unit"":""Stiele""},{""amount"":""150"",""name"":""Feta"",""unit"":""Gramm""},{""amount"":""150"",""name"":""Ricotta"",""unit"":""""},{""amount"":""3"",""name"":""Ei"",""unit"":""""},{""amount"":""5"",""name"":""Schlagsahne"",""unit"":""EL""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""70"",""name"":""getrocknete Soft-Tomate"",""unit"":""Gramm""},{""amount"":""150"",""name"":""Manchego"",""unit"":""Gramm""},{""amount"":""1"",""name"":""Knoblauchzehe"",""unit"":""""},{""amount"":""0,25"",""name"":"""",""unit"":""TL""},{""amount"":""200"",""name"":"""",""unit"":""Gramm""},{""amount"":""1"",""name"":""Tomatenmark"",""unit"":""TL""},{""amount"":"""",""name"":"""",""unit"":""""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""}]","{""kcal"":415}",10,"{""ratingCount"":3,""ratingValue"":5}","https://www.brigitte.de/rezepte/backen/auberginen-kaese-tarte-mit-almogrote-dip-12215236.html","brigitte.de",7200,"[]","[]"
"Bruschetta con pecorino - Bruschetta mit Käse","https://image.brigitte.de/10526700/t/6g/v5/w1440/r1/-/e64149a0aec035a0d299712b82c193c9-tos-roestbrot-kaese.jpg","[{""amount"":""0,5"",""name"":""Ciabatta"",""unit"":""""},{""amount"":""1"",""name"":""Knoblauchzehe"",""unit"":""""},{""amount"":""3"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""200"",""name"":""Pecorino"",""unit"":""Gramm""},{""amount"":""30"",""name"":""Walnüsse"",""unit"":""Gramm""}]","{""kcal"":120}",12,"{""ratingCount"":2,""ratingValue"":5}","https://www.brigitte.de/rezepte/bruschetta-con-pecorino---bruschetta-mit-kaese-10526698.html","brigitte.de",900,"[]","[]"
"Thai-Fondue mit Fleisch und Fisch","https://images.lecker.de/,id=af5c5267,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""(ca. 30 g) Ingwer"",""unit"":""Stück(e)""},{""amount"":""2"",""name"":""Stangen Zitronengras"",""unit"":""""},{""amount"":""1"",""name"":""Geflügelfond"",""unit"":""Glas (400 ml)""},{""amount"":""3–4"",""name"":""Kaffir-Limettenblätter (­Asialaden)"",""unit"":""""},{""amount"":""400"",""name"":""Rinderfilet (aus der Mitte)"",""unit"":""g""},{""amount"":""150"",""name"":""Minimaiskolben"",""unit"":""g""},{""amount"":""150"",""name"":""Champignons"",""unit"":""g""},{""amount"":""1"",""name"":""Pak-Choi"",""unit"":""(ca. 300 g; Asialaden)""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""""},{""amount"":""400"",""name"":""gemischtes Hack"",""unit"":""g""},{""amount"":""1"",""name"":""Ei"",""unit"":""""},{""amount"":""3"",""name"":""Semmelbrösel"",""unit"":""EL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""350"",""name"":""Seelachsfilet"",""unit"":""g""},{""amount"":""250"",""name"":""rohe Garnelen (ohne Kopf und Schale)"",""unit"":""g""},{""amount"":""1"",""name"":""ungesüßte ­Kokosmilch"",""unit"":""Dose(n) (400 g)""},{""amount"":""1"",""name"":""Gefrierbeutel"",""unit"":""""}]","{""kcal"":490}",6,"{""ratingCount"":6,""ratingValue"":5}","https://www.lecker.de/thai-fondue-mit-fleisch-und-fisch-4518.html","lecker.de",3600,"[]","[""Hauptspeise"",""Winter"",""ganz einfach"",""Fleisch"",""Fisch"",""Party"",""Silverster""]"
"Nudelsalat mit gebratenen Pilzen und knusprigem Speck","https://images.lecker.de/,id=c0700c0f,b=lecker,w=610,cg=c.jpg","[{""amount"":""500"",""name"":""Nudeln (z. B. Orecchiette)"",""unit"":""g""},{""amount"":"""",""name"":""Salz, Pfeffer"",""unit"":""""},{""amount"":""500"",""name"":""Champignons"",""unit"":""g""},{""amount"":""100"",""name"":""Frühstücksspeck"",""unit"":""g""},{""amount"":""6"",""name"":""Weißweinessig"",""unit"":""EL""},{""amount"":""2"",""name"":""gutes Olivenöl"",""unit"":""EL""},{""amount"":""500"",""name"":""Kirschtomaten"",""unit"":""g""},{""amount"":""150"",""name"":""Rucola"",""unit"":""g""},{""amount"":""1"",""name"":""rote Zwiebel"",""unit"":""""},{""amount"":""150"",""name"":""Vollmilchjoghurt"",""unit"":""g""},{""amount"":""5"",""name"":""Salatcreme"",""unit"":""EL""},{""amount"":""2"",""name"":""Pesto alla genovese (Glas)"",""unit"":""TL""},{""amount"":""50"",""name"":""Parmesan (Stück)"",""unit"":""g""}]","{""kcal"":430}",8,"{""ratingCount"":5,""ratingValue"":5}","https://www.lecker.de/nudelsalat-mit-gebratenen-pilzen-und-knusprigem-speck-66862.html","lecker.de",3600,"[]","[""Hauptspeise"",""herzhaft"",""Salate & Snacks"",""ganz einfach"",""Salat"",""Fleisch"",""Nudeln""]"
