title,image_url,ingredients,nutrition_kcal,portions,rating,source_url,source_website,total_time,diet,keywords
"Bratnudeln mit Tofu und buntem Gemüse","https://images.lecker.de/,id=e6bdfc45,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""kleine rote und grüne Paprikaschote"",""unit"":""""},{""amount"":""8"",""name"":""Halme asiatischer Schnittlauch"",""unit"":""""},{""amount"":""200"",""name"":""Tofu zum Braten"",""unit"":""g""},{""amount"":""100"",""name"":""kleine frische Maiskölbchen"",""unit"":""g""},{""amount"":""300"",""name"":""Brokkoli"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""50"",""name"":""Mungobohnensprossen"",""unit"":""g""},{""amount"":""2"",""name"":""kleine rote Chilischoten"",""unit"":""""},{""amount"":""400"",""name"":""asiatische Weizennudeln ohne Ei"",""unit"":""g""},{""amount"":""3"",""name"":""Erdnussöl"",""unit"":""EL""},{""amount"":""3–4"",""name"":""Sojasoße"",""unit"":""EL""}]","{""kcal"":450}",4,"{""ratingCount"":2,""ratingValue"":5}","https://www.lecker.de/bratnudeln-mit-tofu-und-buntem-gemuese-75845.html","lecker.de",1800,"[""vegan""]","[""Vegan"",""Nudelgericht""]"
"Gemüselasagne à la Minestrone","https://images.lecker.de/,id=0a79bae5,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""Basilikum"",""unit"":""Bund""},{""amount"":""80"",""name"":""Parmesankäse"",""unit"":""g""},{""amount"":""25"",""name"":""Mandelkerne"",""unit"":""g""},{""amount"":""1"",""name"":""kleine Knobauchzehe"",""unit"":""""},{""amount"":""70"",""name"":""Olivenöl"",""unit"":""ml""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""""},{""amount"":""250"",""name"":""Staudensellerie"",""unit"":""g""},{""amount"":""300"",""name"":""Möhren"",""unit"":""g""},{""amount"":""100"",""name"":""junger Spinat"",""unit"":""g""},{""amount"":""6"",""name"":""Strauchtomaten"",""unit"":""""},{""amount"":""1"",""name"":""kleine weiße Bohnenkerne"",""unit"":""Dose (425 ml)""},{""amount"":""1"",""name"":""Tomatenmark"",""unit"":""EL""},{""amount"":""100"",""name"":""Weißwein"",""unit"":""ml""},{""amount"":""100"",""name"":""Gemüsebrühe"",""unit"":""ml""},{""amount"":""4–5"",""name"":""wellige Spinat Lasagneblätter"",""unit"":""""},{""amount"":""50"",""name"":""mittelalter Goudakäse"",""unit"":""g""},{""amount"":"""",""name"":""Fett für die Form"",""unit"":""""}]","{""kcal"":600}",4,"{""ratingCount"":2,""ratingValue"":5}","https://www.lecker.de/gemueselasagne-la-minestrone-75643.html","lecker.de",4500,"[""vegetarian""]","[""Vegetarisch"",""Nudelgericht"",""Gemüsegericht"",""Dip""]"
"Spaghetti mit Hack-Erdnuss-Soße","https://images.lecker.de/,id=91b713b0,b=lecker,w=610,cg=c.jpg","[{""amount"":""100"",""name"":""getrocknete Tomaten"",""unit"":""g""},{""amount"":""3"",""name"":""Zwiebeln"",""unit"":""""},{""amount"":""3"",""name"":""große Spitzpaprika"",""unit"":""""},{""amount"":""200"",""name"":""Kirschtomaten"",""unit"":""g""},{""amount"":""400"",""name"":""Spaghetti"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""250"",""name"":""gemischtes Hackfleisch"",""unit"":""g""},{""amount"":""3"",""name"":""Erdnusscreme"",""unit"":""EL""},{""amount"":""3"",""name"":""Harissa (scharfe Gewürzpaste)"",""unit"":""TL""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Kurkuma"",""unit"":""""},{""amount"":""30"",""name"":""Rauke"",""unit"":""g""},{""amount"":""50"",""name"":""Parmesankäse"",""unit"":""g""},{""amount"":"""",""name"":""Öl fürs Blech"",""unit"":""""}]","{""kcal"":770}",4,"{""ratingCount"":2,""ratingValue"":5}","https://www.lecker.de/spaghetti-mit-hack-erdnuss-sosse-75513.html","lecker.de",3600,"[]","[""Sommer"",""Nudelgericht""]"
"Tofu-Bolognese","https://images.lecker.de/,id=b9c49a63,b=lecker,w=610,cg=c.jpg","[{""amount"":""150"",""name"":""Möhren"",""unit"":""g""},{""amount"":""1"",""name"":""kleine rote Paprikaschote"",""unit"":""""},{""amount"":""1"",""name"":""kleine Zwiebel"",""unit"":""""},{""amount"":""1"",""name"":""Knoblauchzehe"",""unit"":""""},{""amount"":""200"",""name"":""Räuchertofu"",""unit"":""g""},{""amount"":""1"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""1"",""name"":""Tomatenmark"",""unit"":""EL""},{""amount"":""1"",""name"":""stückige Tomaten"",""unit"":""Dose (425 ml)""},{""amount"":""400"",""name"":""Spaghetti"",""unit"":""g""},{""amount"":""3"",""name"":""Basilikum"",""unit"":""Stiele""},{""amount"":"""",""name"":""Salz, Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Edelsüß-Paprikapulver"",""unit"":""""}]","{""kcal"":500}",4,"{""ratingCount"":15,""ratingValue"":4.2}","https://www.lecker.de/tofu-bolognese-75808.html","lecker.de",1500,"[""vegan"",""vegetarian""]","[""Vegetarisch"",""Vegan"",""Hauptspeise"",""herzhaft"",""Nudelgericht""]"
"Nudeln mit Pilzsoße und Hackbällchen","https://images.lecker.de/,id=f8f3134e,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""glatte Petersilie"",""unit"":""kleines Bund""},{""amount"":""2"",""name"":""Knoblauchzehen"",""unit"":""""},{""amount"":""3"",""name"":""Zwiebeln"",""unit"":""""},{""amount"":""1"",""name"":""Öl"",""unit"":""EL""},{""amount"":""800"",""name"":""gemischtes Hackfleisch"",""unit"":""g""},{""amount"":""40"",""name"":""Semmelbrösel"",""unit"":""g""},{""amount"":""4–5"",""name"":""Worcestershiresauce"",""unit"":""TL""},{""amount"":""1"",""name"":""Ei (Größe M)"",""unit"":""""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer aus der Mühle"",""unit"":""""},{""amount"":""2"",""name"":""Butterschmalz"",""unit"":""TL""},{""amount"":""1"",""name"":""Butterschmalz"",""unit"":""EL""},{""amount"":""200"",""name"":""Tagliatelle Nudeln"",""unit"":""g""},{""amount"":""400"",""name"":""kleine Champignons"",""unit"":""g""},{""amount"":""1"",""name"":""Steinpilz Cremesuppe"",""unit"":""Tüte (67 g)""},{""amount"":""100"",""name"":""trockener Weißwein"",""unit"":""ml""},{""amount"":""200"",""name"":""Schlagsahne"",""unit"":""g""},{""amount"":""1–2"",""name"":""Edelsüß Paprika"",""unit"":""TL""}]","{""kcal"":1120}",4,"{""ratingCount"":108,""ratingValue"":4.1}","https://www.lecker.de/nudeln-mit-pilzsosse-und-hackbaellchen-76109.html","lecker.de",1800,"[]","[""Nudelgericht"",""Fleischgericht"",""Preiswert""]"
"Nudeln mit Lachs und Spinat","https://images.lecker.de/,id=5f829626,b=lecker,w=610,cg=c.jpg","[{""amount"":""500"",""name"":""Bandnudeln"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":""200"",""name"":""tiefgefrorener Blattspinat"",""unit"":""g""},{""amount"":""250"",""name"":""Kirschtomaten"",""unit"":""g""},{""amount"":""100"",""name"":""Kräuter Frischkäse"",""unit"":""g""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""geriebene Muskatnuss"",""unit"":""""},{""amount"":""200"",""name"":""geräucherter Lachs"",""unit"":""g""}]","{""kcal"":660}",4,"{""ratingCount"":11,""ratingValue"":4.2}","https://www.lecker.de/nudeln-mit-lachs-und-spinat-76372.html","lecker.de",900,"[]","[""Nudelgericht"",""Schnell""]"
"Spaghetti mit Paprika-Erdnuss-Soße","https://images.lecker.de/,id=576ca0e4,b=lecker,w=610,cg=c.jpg","[{""amount"":""100"",""name"":""getrocknete Tomaten"",""unit"":""g""},{""amount"":""3"",""name"":""Zwiebeln"",""unit"":""""},{""amount"":""3"",""name"":""große Spitzpaprika"",""unit"":""""},{""amount"":""400"",""name"":""Dinkel Spaghetti"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""3"",""name"":""Erdnussbutter"",""unit"":""EL""},{""amount"":""3"",""name"":""Harissa (scharfe Gewürzpaste)"",""unit"":""TL""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Kurkuma"",""unit"":""""},{""amount"":""30"",""name"":""Rauke"",""unit"":""g""},{""amount"":""35"",""name"":""Parmesankäse"",""unit"":""g""},{""amount"":"""",""name"":""Öl fürs Blech"",""unit"":""""}]","{""kcal"":570}",4,"{""ratingCount"":6,""ratingValue"":4.3}","https://www.lecker.de/spaghetti-mit-paprika-erdnuss-sosse-73931.html","lecker.de",3600,"[""vegetarian""]","[""Vegetarisch"",""Sommer"",""Nudelgericht""]"
"Käsenudeln mit Fleischwurst","https://images.lecker.de/,id=bd8f49c7,b=lecker,w=610,cg=c.jpg","[{""amount"":""300"",""name"":""Nudeln (z. B. Korkenzieher)"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""""},{""amount"":""2"",""name"":""Knoblauchzehen"",""unit"":""""},{""amount"":""1"",""name"":""grüne, rote und gelbe Paprikaschote"",""unit"":""""},{""amount"":""200"",""name"":""Fleischwurst"",""unit"":""g""},{""amount"":""2"",""name"":""Sonnenblumenöl"",""unit"":""EL""},{""amount"":""150"",""name"":""Gemüsebrühe"",""unit"":""ml""},{""amount"":""150"",""name"":""Schlagsahne"",""unit"":""g""},{""amount"":""100"",""name"":""Emmentaler–Käse"",""unit"":""g""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Edelsüß Paprika"",""unit"":""""},{""amount"":""80"",""name"":""Röstzwiebeln"",""unit"":""g""}]","{""kcal"":640}",4,"{""ratingCount"":198,""ratingValue"":4}","https://www.lecker.de/kaesenudeln-mit-fleischwurst-78086.html","lecker.de",1800,"[]","[""Nudelgericht"",""Schnell""]"
"Nudel-Schinken-Pfanne mit Gemüse","https://images.lecker.de/,id=bd4be56a,b=lecker,w=610,cg=c.jpg","[{""amount"":""400"",""name"":""Makkaroni Nudeln"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""3"",""name"":""Möhren"",""unit"":""""},{""amount"":""1"",""name"":""Zucchini"",""unit"":""""},{""amount"":""3"",""name"":""Lauchzwiebeln"",""unit"":""""},{""amount"":""150"",""name"":""gekochter Schinken"",""unit"":""g""},{""amount"":""4"",""name"":""Öl"",""unit"":""EL""},{""amount"":""200"",""name"":""Schlagsahne"",""unit"":""g""},{""amount"":""30"",""name"":""Sojasoße"",""unit"":""ml""},{""amount"":""4"",""name"":""Eier"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""grober Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Petersilie zum Garnieren"",""unit"":""""}]","{""kcal"":550}",4,"{""ratingCount"":109,""ratingValue"":4}","https://www.lecker.de/nudel-schinken-pfanne-mit-gemuese-75916.html","lecker.de",2400,"[]","[""Nudelgericht"",""Schnell""]"
"Kürbis-Feta-Quiche „Die Internationale“","https://images.lecker.de/,id=2954402b,b=lecker,w=610,cg=c.jpg","[{""amount"":""200"",""name"":""Mehl"",""unit"":""g + etwas""},{""amount"":"""",""name"":""Salz, Zucker"",""unit"":""""},{""amount"":""150"",""name"":""kalte Butter"",""unit"":""g + etwas""},{""amount"":""400"",""name"":""Hokkaido Kürbis"",""unit"":""g""},{""amount"":""100"",""name"":""getrocknete Soft-Tomaten"",""unit"":""g""},{""amount"":""100"",""name"":""schwarze Oliven (entsteint)"",""unit"":""g""},{""amount"":""200"",""name"":""Feta"",""unit"":""g""},{""amount"":""4-5"",""name"":""Thymian"",""unit"":""Stiele""},{""amount"":""4"",""name"":""Eier (Gr. M)"",""unit"":""""},{""amount"":""200"",""name"":""Crème fraîche"",""unit"":""g""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""}]","{""kcal"":480}",8,"{""ratingCount"":4,""ratingValue"":4.8}","https://www.lecker.de/kuerbis-feta-quiche-die-internationale-78976.html","lecker.de",12600,"[""vegetarian""]","[""vegetarisch"",""Mittag"",""Abendbrot"",""herzhaft"",""salzig"",""Sonstiges"",""Ofengerichte"",""ganz einfach""]"
"Fingerfood ""International""","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2008/4/Fingerfood-International-4810919d26985.jpg","[{""amount"":""200"",""name"":""Schweinefilet"",""unit"":""g""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""Stk.""},{""amount"":""200"",""name"":""( 200 g Rinderhüftsteak )"",""unit"":""g""},{""amount"":""150"",""name"":""Champignon"",""unit"":""g""},{""amount"":""200"",""name"":""Hühnerbrust"",""unit"":""g""},{""amount"":""1"",""name"":""Zucchini"",""unit"":""Stk.""},{""amount"":""500"",""name"":""( 500 g Pommes Frites )"",""unit"":""g""},{""amount"":""etwas"",""name"":""Öl"",""unit"":""""},{""amount"":""etwas"",""name"":""Pfeffer"",""unit"":""""},{""amount"":""etwas"",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Avocado (reif)"",""unit"":""Stk.""},{""amount"":""1"",""name"":""Zitrone"",""unit"":""Stk.""},{""amount"":""2"",""name"":""Stg. ( 2 Stg Zwiebellauch )"",""unit"":""""},{""amount"":""2"",""name"":""Pinienkern (geröstet)"",""unit"":""EL""},{""amount"":""2"",""name"":""Tomate"",""unit"":""Stk.""},{""amount"":"""",""name"":""Pfeffer (Salz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Cayenne)"",""unit"":""""},{""amount"":""1"",""name"":""Zwiebel"",""unit"":""Stk.""},{""amount"":""2"",""name"":""Honig"",""unit"":""EL""},{""amount"":""80"",""name"":""Essig"",""unit"":""ml""},{""amount"":""1"",""name"":""Curry (rot)"",""unit"":""TL""},{""amount"":""6"",""name"":""Tomate"",""unit"":""Stk.""},{""amount"":""etwas"",""name"":""Nelke"",""unit"":""""},{""amount"":""etwas"",""name"":""Lorbeer"",""unit"":""""},{""amount"":""etwas"",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Honig"",""unit"":""TL""},{""amount"":""2"",""name"":""Curry"",""unit"":""EL""},{""amount"":""etwas"",""name"":""( etwas Curcuma )"",""unit"":""""},{""amount"":""1"",""name"":""Limone (1 St Limone (Abrieb davon))"",""unit"":""Stk.""},{""amount"":""100"",""name"":""Mayonnaise (100 g Mayonnaise oder Salatcreme)"",""unit"":""g""},{""amount"":""150"",""name"":""Joghurt"",""unit"":""g""}]","{}",4,"{""ratingCount"":19,""ratingValue"":4.21053}","https://www.daskochrezept.de/rezepte/fingerfood-international","daskochrezept.de",2400,"[]","[]"
"Rouladen ""International""","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2010/3/Rouladen-International-4bb0b3d735cbc.jpg","[{""amount"":""8"",""name"":""Lauchzwiebel"",""unit"":""""},{""amount"":""2"",""name"":""( 2 EL Trüffelbutter )"",""unit"":""EL""},{""amount"":"""",""name"":""( 2  Schweinefiletköpfe )"",""unit"":""""},{""amount"":""4"",""name"":""Dijonsenf"",""unit"":""EL""},{""amount"":""4"",""name"":""Schinken (4 Schb Schwarzwälder Schinken)"",""unit"":""""},{""amount"":""8"",""name"":""Blatt Sauerampfer"",""unit"":""""},{""amount"":""2"",""name"":""Olivenöl"",""unit"":""EL""},{""amount"":"""",""name"":""Salz (Salz)"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":""200"",""name"":""Sahne"",""unit"":""ml""},{""amount"":""400"",""name"":""Kalbsfond"",""unit"":""ml""},{""amount"":"""",""name"":""Chilipulver"",""unit"":""""},{""amount"":""1"",""name"":""Balsamicoessig"",""unit"":""EL""},{""amount"":""1"",""name"":""Rosmarin"",""unit"":""Zweig""},{""amount"":""1"",""name"":""Thymian"",""unit"":""Zweig""}]","{""kcal"":505}",4,"{""ratingCount"":1,""ratingValue"":5}","https://www.daskochrezept.de/rezepte/rouladen-international","daskochrezept.de",4800,"[]","[]"
"Fladenbrot international Rezept","https://image.essen-und-trinken.de/12186624/t/fm/v9/w1440/r1/-/recipe.jpg","[{""amount"":""1"",""name"":""türkisches Fladenbrot"",""unit"":""""},{""amount"":"""",""name"":""italienische Salami"",""unit"":""""},{""amount"":"""",""name"":""Deutscher Schweinebraten"",""unit"":""""},{""amount"":"""",""name"":""Tomate"",""unit"":""""},{""amount"":"""",""name"":""Kopfsalat"",""unit"":""""},{""amount"":"""",""name"":""Salatgurke"",""unit"":""""},{""amount"":"""",""name"":""Remouladensauce"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer"",""unit"":""""},{""amount"":"""",""name"":""Zwiebel"",""unit"":""""}]","{""kcal"":0}",4,"{""ratingCount"":0,""ratingValue"":0}","https://www.essen-und-trinken.de/rezepte/54648-rzpt-fladenbrot-international","essen-und-trinken.de",900,"[]","[]"
"Exotik-Joghurt-Drink","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2009/2/Exotik-Joghurt-Drink-49a248729400c.jpg","[{""amount"":""200"",""name"":""( 200 g TK-Exotikfrüchte  )"",""unit"":""g""},{""amount"":""400"",""name"":""Joghurt"",""unit"":""g""}]","{}",2,"{""ratingCount"":2,""ratingValue"":5}","https://www.daskochrezept.de/rezepte/exotik-joghurt-drink","daskochrezept.de",600,"[]","[]"
"Exotik-Mix-Marmelade","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2008/5/Exotik-Mix-Marmelade-483282db1abda.jpg","[{""amount"":""1"",""name"":""Frucht (1 kg Exotische Früchte (Kaktusfeige"",""unit"":""kg""},{""amount"":"""",""name"":""Sternfrucht"",""unit"":""""},{""amount"":"""",""name"":""...))"",""unit"":""""},{""amount"":""0.25"",""name"":""Wasser"",""unit"":""Liter""},{""amount"":""500"",""name"":""Gelierzucker"",""unit"":""g""}]","{}",1,"{""ratingCount"":2,""ratingValue"":5}","https://www.daskochrezept.de/rezepte/exotik-mix-marmelade","daskochrezept.de",2100,"[]","[]"
"Nudelsalat - leicht süß-saure Note mit einem Hauch Exotik","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2010/3/Nudelsalat---leicht-suess-saure-Note-mit-einem-Hauch-Exotik-4bb10f90872b4.jpg","[{""amount"":""250"",""name"":""Spiralnudel (gekocht"",""unit"":""g""},{""amount"":"""",""name"":""abgetropft)"",""unit"":""""},{""amount"":""250"",""name"":""Geflügelfleischwurst (gewürfelt)"",""unit"":""g""},{""amount"":""150"",""name"":""TK-Erbsen"",""unit"":""g""},{""amount"":""150"",""name"":""Emmentaler"",""unit"":""g""},{""amount"":""1"",""name"":""Mandarine (abgetropft)"",""unit"":""Dose""},{""amount"":""150"",""name"":""Schmand"",""unit"":""g""},{""amount"":""100"",""name"":""Mayonnaise"",""unit"":""g""},{""amount"":""3"",""name"":""Spr. Worcestersauce"",""unit"":""""},{""amount"":""2"",""name"":""Mandarinensaft"",""unit"":""EL""},{""amount"":""4"",""name"":""Essig (Melfor"",""unit"":""EL""},{""amount"":"""",""name"":""Gewürzessig)"",""unit"":""""},{""amount"":""2"",""name"":""Curry (Madras)"",""unit"":""TL""},{""amount"":"""",""name"":""Meersalz"",""unit"":""""},{""amount"":"""",""name"":""Pfeffer (bunt)"",""unit"":""""}]","{}",4,"{""ratingCount"":1,""ratingValue"":5}","https://www.daskochrezept.de/rezepte/nudelsalat-leicht-suess-saure-note-mit-einem-hauch-exotik","daskochrezept.de",1500,"[]","[]"
"Exotik-Batida-Kugeln Rezept","https://image.essen-und-trinken.de/12186624/t/fm/v9/w1440/r1/-/recipe.jpg","[{""amount"":""100"",""name"":""Butter"",""unit"":""g""},{""amount"":""300"",""name"":""Puderzucker"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""Zitrone"",""unit"":""""},{""amount"":""2"",""name"":""Eigelb"",""unit"":""""},{""amount"":""130"",""name"":""Mehl"",""unit"":""g""},{""amount"":""130"",""name"":""Kokoschips"",""unit"":""g""},{""amount"":""1"",""name"":""Backpulver"",""unit"":""Tl""},{""amount"":""7"",""name"":""Kokoslikör"",""unit"":""El""},{""amount"":""6"",""name"":""Zitronensaft"",""unit"":""El""},{""amount"":""180"",""name"":""Tropic Mix"",""unit"":""g""},{""amount"":""7"",""name"":""Ananassaft"",""unit"":""El""},{""amount"":"""",""name"":""gelbe Speisefarbe"",""unit"":""""},{""amount"":""60"",""name"":""Bananenchips"",""unit"":""""}]","{""kcal"":71}",60,"{""ratingCount"":0,""ratingValue"":0}","https://www.essen-und-trinken.de/rezepte/49827-rzpt-exotik-batida-kugeln","essen-und-trinken.de",4500,"[]","[]"
"Exotik-Traum (Torte mit exotischen Früchten)","https://images.lecker.de/,id=7713d149,b=lecker,w=610,cg=c.jpg","[{""amount"":""225"",""name"":""Zucker"",""unit"":""g""},{""amount"":""200"",""name"":""weiche Butter oder Margarine"",""unit"":""g""},{""amount"":""2"",""name"":""Eier (Größe M)"",""unit"":""""},{""amount"":""150"",""name"":""Mehl"",""unit"":""g""},{""amount"":""1"",""name"":""Backpulver"",""unit"":""TL""},{""amount"":""7"",""name"":""Gelatine"",""unit"":""Blatt""},{""amount"":""250"",""name"":""Mascarpone"",""unit"":""g""},{""amount"":""250"",""name"":""Magerquark"",""unit"":""g""},{""amount"":""300"",""name"":""Mango-Maracuja-Smoothie"",""unit"":""g""},{""amount"":""250"",""name"":""Schlagsahne"",""unit"":""g""},{""amount"":""2"",""name"":""Karambole (Sternfrucht)"",""unit"":""""},{""amount"":""5-6"",""name"":""Kumquats"",""unit"":""""},{""amount"":""1"",""name"":""Kiwi"",""unit"":""""},{""amount"":""5"",""name"":""rote Cocktailkirschen, mit Stiel"",""unit"":""""},{""amount"":""3"",""name"":""Aprikosen-Konfitüre"",""unit"":""EL""},{""amount"":""4-5"",""name"":""Physalis zum Verzieren"",""unit"":""""},{""amount"":"""",""name"":""Fett und Mehl für die Form"",""unit"":""""}]","{""kcal"":350}",16,"{""ratingCount"":2,""ratingValue"":2.5}","https://www.lecker.de/exotik-traum-torte-mit-exotischen-fruechten-5422.html","lecker.de",5400,"[]","[""Winter"",""Torte""]"
"Fix fermentierte Rote Bete","https://images.lecker.de/,id=ca34df0e,b=lecker,w=610,cg=c.jpg","[{""amount"":""1"",""name"":""Rote Bete"",""unit"":""kg""},{""amount"":"""",""name"":""Meersalz"",""unit"":""""}]","[]",2,"{""ratingCount"":4,""ratingValue"":5}","https://www.lecker.de/fix-fermentierte-rote-bete-80165.html","lecker.de",1200,"[]","[""Snack"",""sauer"",""Herbst"",""Salate & Snacks"",""ganz einfach""]"
"Banku (fermentiertes Maismehl aus Ghana)","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/default_recipe_teaser_image.png","[{""amount"":""500"",""name"":""Maismehl"",""unit"":""g""},{""amount"":""etwas"",""name"":""Wasser"",""unit"":""""},{""amount"":""etwas"",""name"":""Salz"",""unit"":""""}]","{}",4,"{""ratingCount"":18,""ratingValue"":3.38889}","https://www.daskochrezept.de/rezepte/banku-fermentiertes-maismehl-aus-ghana","daskochrezept.de",600,"[]","[]"
"Fermentierte Möhren","https://image.brigitte.de/10946800/t/OK/v3/w1440/r1/-/fermentierte-moehren.jpg","[{""amount"":""1,5"",""name"":""Karotte"",""unit"":""Kilogramm""},{""amount"":""50"",""name"":""Ingwerwurzel"",""unit"":""Gramm""},{""amount"":""1"",""name"":""Orange"",""unit"":""""},{""amount"":""3"",""name"":""Pfefferschote"",""unit"":""""},{""amount"":""3"",""name"":""Lorbeerblatt"",""unit"":""""},{""amount"":"""",""name"":""Meersalz"",""unit"":""""}]","{}",3,"{""ratingCount"":13,""ratingValue"":3.4}","https://www.brigitte.de/rezepte/fermentierte-moehren-10946798.html","brigitte.de",2700,"[]","[]"
"Fermentierte Limonade Rezept","https://image.essen-und-trinken.de/11940594/t/Vg/v10/w1440/r1/-/fermentierte-limonade-jpg--58981-.jpg","[{""amount"":""1"",""name"":""Wasser"",""unit"":""l""},{""amount"":""3"",""name"":""Zucker"",""unit"":""El""},{""amount"":""30"",""name"":""Zitronensaft"",""unit"":""ml""},{""amount"":""1"",""name"":""Molke"",""unit"":""El""},{""amount"":""300"",""name"":""Erdbeere"",""unit"":""g""}]","{""kcal"":33}",5,"{""ratingCount"":42,""ratingValue"":3.2}","https://www.essen-und-trinken.de/rezepte/84309-rzpt-fermentierte-limonade","essen-und-trinken.de",600,"[]","[]"
"Fermentierter Spargel Rezept","https://image.essen-und-trinken.de/11940710/t/PI/v10/w1440/r1/-/spargel2-jpg--59042-.jpg","[{""amount"":""700"",""name"":""Spargel"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""}]","{""kcal"":135}",1,"{""ratingCount"":0,""ratingValue"":0}","https://www.essen-und-trinken.de/rezepte/84353-rzpt-fermentierter-spargel","essen-und-trinken.de",1800,"[]","[]"
"Fermentierte Möhren Rezept","https://image.essen-und-trinken.de/11835878/t/h8/v9/w1440/r1/-/fermentierte-moehren-900817ebeeacd7fcc005ae87fe26a7df-eut20160712101-jpg--10537-.jpg","[{""amount"":""700"",""name"":""Möhre"",""unit"":""g""},{""amount"":""15"",""name"":""Ingwer"",""unit"":""g""},{""amount"":"""",""name"":""Salz"",""unit"":""""}]","{""kcal"":8}",1,"{""ratingCount"":235,""ratingValue"":2.1}","https://www.essen-und-trinken.de/rezepte/62093-rzpt-fermentierte-moehren","essen-und-trinken.de",1800,"[]","[]"
"Fish & Chips","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/facebook/public/rezepte/2013/9/Fish--Chips-523cc589df3fd.jpg","[{""amount"":""2"",""name"":""Ei"",""unit"":""Stk.""},{""amount"":""200"",""name"":""Mehl"",""unit"":""g""},{""amount"":""200"",""name"":""( 200 ml Einfachbier"",""unit"":""ml""},{""amount"":""2.5%."",""name"":"")"",""unit"":""""},{""amount"":""6"",""name"":""Milch"",""unit"":""EL""},{""amount"":""1"",""name"":""( 1 kg Kabeljau-Filet )"",""unit"":""kg""},{""amount"":""etwas"",""name"":""Zitronensaft"",""unit"":""""},{""amount"":""etwas"",""name"":""Salz"",""unit"":""""},{""amount"":""1"",""name"":""( 1 kg Pommes )"",""unit"":""kg""}]","{}",4,"{""ratingCount"":37,""ratingValue"":5}","https://www.daskochrezept.de/rezepte/fish-chips","daskochrezept.de",1800,"[]","[]"
